Quarter,SalesRep,Region,Product,Discount,Units,Cost,Price,Order Sales,Profit,Year
Q4,Bobbie  Ryan,East,Bellen,0.0,3,11.37,22.95,68.85,34.74,2013-11-02
Q4,Cecilia  Manning,South,Quad,0.03,1,27.0,34.0,32.98,5.98,2013-12-06
Q4,Colleen  Warren,West,Carlota,0.0,2,10.25,22.95,45.9,25.4,2013-12-08
Q4,Marion  Glover,East,Bellen,0.03,1,11.37,22.95,22.38,11.01,2013-12-09
Q2,Ruben  Nunez,West,Quad,0.03,2,27.0,34.0,66.3,12.3,2013-04-20
Q3,Arturo  Francis,East,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2014-07-01
Q4,Edwin  Malone,East,Carlota,0.03,2,10.25,22.95,44.52,24.02,2013-11-07
Q4,Robert  Munoz,MidWest,Sunset,0.0,4,13.5,23.5,94.0,40.0,2013-12-06
Q4,Marion  Glover,East,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2013-10-16
Q4,Guillermo  Potter,MidWest,Quad,0.02,2,27.0,34.0,66.64,12.64,2014-11-02
Q1,Trevor  Jones,West,Sunshine,0.01,1,10.24,19.95,19.75,9.51,2014-02-15
Q4,Della  Jensen,East,Carlota,0.02,1,10.25,22.95,22.61,12.36,2013-11-09
Q4,Salvador  Bass,West,Quad,0.0,3,27.0,34.0,102.0,21.0,2013-10-31
Q4,Bethany  Pena,MidWest,FlatTop,0.0,2,17.2,27.5,55.0,20.6,2013-12-14
Q4,Don  Gonzales,South,Crested Beaut,0.02,4,16.0,25.0,98.0,34.0,2013-11-14
Q4,Beth  Tucker,West,Majectic Beaut,0.0,2,13.0,30.0,60.0,34.0,2014-11-21
Q4,Brooke  Horton,MidWest,Aspen,0.03,1,12.0,21.0,20.37,8.37,2013-12-14
Q4,Ernest  Davis,West,Sunshine,0.03,4,10.24,19.95,77.41,36.45,2013-11-25
Q4,Edwin  Malone,East,V-Rang,0.0,2,10.23,19.0,38.0,17.54,2014-10-20
Q4,Rachel  Gomez,MidWest,Bellen,0.0,2,11.37,22.95,45.9,23.16,2013-11-25
Q2,Elvira  Bowman,MidWest,Aspen,0.02,1,12.0,21.0,20.58,8.58,2013-03-31
Q4,Beth  Tucker,West,Carlota,0.0,1,10.25,22.95,22.95,12.7,2014-11-20
Q4,Ruben  Nunez,West,Sunshine,0.0,4,10.24,19.95,79.8,38.84,2014-11-03
Q4,Isabel  Cross,East,Sunshine,0.0,2,10.24,19.95,39.9,19.42,2013-10-19
Q4,Brooke  Horton,MidWest,Majectic Beaut,0.02,2,13.0,30.0,58.8,32.8,2014-12-14
Q4,Trevor  Jones,West,Carlota,0.02,2,10.25,22.95,45.21,24.71,2014-11-15
Q3,Ben  Perez,West,Sunset,0.0,3,13.5,23.5,70.5,30.0,2014-07-25
Q4,Colleen  Warren,West,Sunshine,0.02,2,10.24,19.95,39.3,18.82,2014-11-11
Q4,Lynette  Brewer,MidWest,Aspen,0.02,1,12.0,21.0,20.69,8.69,2014-10-22
Q4,Brooke  Horton,MidWest,Bellen,0.0,2,11.37,22.95,45.9,23.16,2013-11-23
Q2,Isabel  Cross,East,Carlota,0.02,2,10.25,22.95,45.21,24.71,2013-05-02
Q1,Dan  Peterson,MidWest,V-Rang,0.03,2,10.23,19.0,37.05,16.59,2014-01-13
Q4,Isabel  Cross,East,Quad,0.02,1,27.0,34.0,33.32,6.32,2014-11-22
Q4,Christina  Fuller,West,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2014-12-13
Q2,Eric  Rose,West,Carlota,0.0,2,10.25,22.95,45.9,25.4,2014-03-23
Q4,Isabel  Cross,East,FlatTop,0.03,2,17.2,27.5,53.63,19.23,2014-11-20
Q2,Carla  Mccormick,MidWest,Majectic Beaut,0.02,2,13.0,30.0,59.1,33.1,2014-05-31
Q3,Isabel  Cross,East,Bellen,0.0,2,11.37,22.95,45.9,23.16,2013-07-10
Q4,Joey  Wong,West,Bellen,0.03,1,11.37,22.95,22.26,10.89,2014-10-21
Q4,Arturo  Francis,East,Bellen,0.02,2,11.37,22.95,44.98,22.24,2014-10-23
Q4,Joey  Wong,West,Aspen,0.0,2,12.0,21.0,42.0,18.0,2013-11-08
Q4,Christy  Olson,West,Crested Beaut,0.0,3,16.0,25.0,75.0,27.0,2014-10-24
Q4,Marion  Glover,East,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2013-11-17
Q4,Cecilia  Manning,South,Quad,0.02,2,27.0,34.0,66.64,12.64,2014-10-19
Q4,Trevor  Jones,West,Crested Beaut,0.0,4,16.0,25.0,100.0,36.0,2013-12-13
Q4,Johanna  Boone,South,Quad,0.0,1,27.0,34.0,34.0,7.0,2014-12-09
Q4,Isabel  Cross,East,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2013-10-17
Q4,Carla  Mccormick,MidWest,Bellen,0.01,2,11.37,22.95,45.44,22.7,2013-11-30
Q4,Trevor  Jones,West,Carlota,0.02,2,10.25,22.95,45.21,24.71,2013-10-30
Q1,Robert  Munoz,MidWest,Quad,0.0,2,27.0,34.0,68.0,14.0,2014-02-14
Q4,Blake  Bridges,South,Carlota,0.03,1,10.25,22.95,22.38,12.13,2013-11-06
Q4,Brooke  Horton,MidWest,Sunshine,0.03,2,10.24,19.95,38.9,18.42,2014-11-14
Q4,Blake  Bridges,South,Crested Beaut,0.0,3,16.0,25.0,75.0,27.0,2013-10-23
Q4,Jenny  Garcia,MidWest,Majectic Beaut,0.02,3,13.0,30.0,88.65,49.65,2014-10-29
Q4,Elvira  Bowman,MidWest,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2013-11-27
Q4,Shari  Silva,South,Sunbell,0.0,1,12.42,25.0,25.0,12.58,2014-10-26
Q4,Cindy  Becker,South,Doublers,0.0,1,64.32,79.95,79.95,15.63,2013-11-09
Q4,Cindy  Becker,South,Aspen,0.0,3,12.0,21.0,63.0,27.0,2014-11-06
Q4,Shari  Silva,South,Bellen,0.02,3,11.37,22.95,67.82,33.71,2013-11-03
Q2,Della  Jensen,East,Crested Beaut,0.03,2,16.0,25.0,48.75,16.75,2013-05-13
Q4,Ernest  Davis,West,Bellen,0.0,1,11.37,22.95,22.95,11.58,2013-10-26
Q1,Willie  Vega,MidWest,Carlota,0.03,1,10.25,22.95,22.26,12.01,2013-02-11
Q2,Marian  Hill,South,Bellen,0.0,2,11.37,22.95,45.9,23.16,2013-05-10
Q4,Eddie  Green,East,FlatTop,0.0,2,17.2,27.5,55.0,20.6,2013-11-08
Q4,Rachel  Gomez,MidWest,Bellen,0.02,1,11.37,22.95,22.61,11.24,2013-09-22
Q2,Eddie  Green,East,Bellen,0.03,2,11.37,22.95,44.75,22.01,2013-05-28
Q4,Felicia  Jennings,West,Aspen,0.03,1,12.0,21.0,20.48,8.48,2013-12-10
Q4,Paulette  Spencer,South,Quad,0.02,1,27.0,34.0,33.49,6.49,2013-12-10
Q4,Rachel  Gomez,MidWest,Bellen,0.02,1,11.37,22.95,22.61,11.24,2013-11-20
Q4,Lynette  Brewer,MidWest,Carlota,0.03,2,10.25,22.95,44.52,24.02,2013-12-13
Q4,Ben  Perez,West,Bellen,0.0,2,11.37,22.95,45.9,23.16,2014-10-28
Q4,Edwin  Malone,East,Aspen,0.0,4,12.0,21.0,84.0,36.0,2014-11-23
Q4,Paulette  Spencer,South,Quad,0.0,3,27.0,34.0,102.0,21.0,2013-11-28
Q1,Nellie  Joseph,East,Carlota,0.0,2,10.25,22.95,45.9,25.4,2013-12-22
Q4,Cecilia  Manning,South,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2013-11-11
Q3,Arturo  Francis,East,Crested Beaut,0.03,1,16.0,25.0,24.38,8.38,2013-09-04
Q4,Brooke  Horton,MidWest,Doublers,0.02,1,64.32,79.95,78.75,14.43,2013-10-22
Q4,Sonya  Mullins,East,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2014-12-09
Q4,Elaine  Ellis,South,Doublers,0.03,3,64.32,79.95,232.65,39.69,2013-10-25
Q4,Max  Rodgers,West,Crested Beaut,0.01,1,16.0,25.0,24.75,8.75,2014-11-25
Q1,Cecilia  Manning,South,Sunshine,0.03,1,10.24,19.95,19.35,9.11,2014-02-14
Q4,Woodrow  Colon,South,Crested Beaut,0.0,2,16.0,25.0,50.0,18.0,2014-10-24
Q4,Cassandra  Franklin,MidWest,Bellen,0.02,1,11.37,22.95,22.49,11.12,2013-10-24
Q4,Sonya  Mullins,East,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2013-10-21
Q3,Kyle  Carr,MidWest,Quad,0.0,2,27.0,34.0,68.0,14.0,2014-08-09
Q4,Eddie  Green,East,Doublers,0.03,3,64.32,79.95,233.85,40.89,2014-11-17
Q2,Ben  Perez,West,Majectic Beaut,0.0,3,13.0,30.0,90.0,51.0,2014-04-14
Q2,Donna  Reid,West,Bellen,0.0,1,11.37,22.95,22.95,11.58,2014-04-16
Q4,Isabel  Cross,East,Quad,0.03,2,27.0,34.0,66.3,12.3,2014-11-22
Q4,Isabel  Cross,East,Majectic Beaut,0.0,1,13.0,30.0,30.0,17.0,2013-11-29
Q4,Shari  Silva,South,Bellen,0.0,3,11.37,22.95,68.85,34.74,2013-11-10
Q2,Shari  Silva,South,V-Rang,0.03,2,10.23,19.0,37.05,16.59,2013-05-14
Q4,Cindy  Becker,South,Sunshine,0.02,1,10.24,19.95,19.65,9.41,2013-11-07
Q4,Cassandra  Franklin,MidWest,Majectic Beaut,0.03,2,13.0,30.0,58.5,32.5,2014-12-13
Q4,Pauline  Beck,West,Crested Beaut,0.02,1,16.0,25.0,24.63,8.63,2013-11-17
Q4,Jenny  Garcia,MidWest,Quad,0.02,3,27.0,34.0,99.96,18.96,2013-10-25
Q4,Max  Rodgers,West,Bellen,0.02,2,11.37,22.95,45.21,22.47,2014-12-11
Q4,Nellie  Joseph,East,Majectic Beaut,0.0,3,13.0,30.0,90.0,51.0,2014-12-10
Q3,Allan  Ramos,MidWest,Aspen,0.02,2,12.0,21.0,41.16,17.16,2013-07-22
Q4,Don  Gonzales,South,Sunbell,0.0,3,12.42,25.0,75.0,37.74,2014-11-19
Q1,Shari  Silva,South,Sunbell,0.02,2,12.42,25.0,49.25,24.41,2013-01-10
Q4,Jaime  Pearson,MidWest,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2013-10-22
Q4,Eric  Rose,West,Doublers,0.03,3,64.32,79.95,232.65,39.69,2013-11-11
Q2,Andrew  Meyer,West,V-Rang,0.03,2,10.23,19.0,36.86,16.4,2013-04-06
Q4,Paulette  Spencer,South,Majectic Beaut,0.0,3,13.0,30.0,90.0,51.0,2014-11-08
Q4,Rachel  Gomez,MidWest,Sunshine,0.03,2,10.24,19.95,38.9,18.42,2014-11-29
Q4,Pauline  Beck,West,Sunshine,0.02,3,10.24,19.95,58.65,27.93,2013-11-27
Q4,Ellen  Weaver,South,Aspen,0.02,2,12.0,21.0,41.16,17.16,2014-11-14
Q4,Trevor  Jones,West,Sunshine,0.02,1,10.24,19.95,19.65,9.41,2013-11-15
Q1,Elvira  Bowman,MidWest,Quad,0.01,3,27.0,34.0,100.98,19.98,2013-01-21
Q4,Salvador  Bass,West,Quad,0.02,1,27.0,34.0,33.32,6.32,2013-10-26
Q4,Tracy  Reed,MidWest,Bellen,0.02,3,11.37,22.95,67.47,33.36,2013-11-29
Q4,Peter  Hodges,MidWest,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2014-12-01
Q4,Drew  Rogers,MidWest,Carlota,0.0,1,10.25,22.95,22.95,12.7,2013-11-05
Q4,Patty  Thompson,West,Sunset,0.03,2,13.5,23.5,45.59,18.59,2013-10-30
Q4,Patty  Thompson,West,Aspen,0.0,2,12.0,21.0,42.0,18.0,2013-11-19
Q3,Brooke  Horton,MidWest,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2014-07-31
Q4,Max  Rodgers,West,Crested Beaut,0.0,2,16.0,25.0,50.0,18.0,2013-12-09
Q1,Donna  Reid,West,Quad,0.02,1,27.0,34.0,33.49,6.49,2013-03-04
Q4,Kyle  Carr,MidWest,Carlota,0.02,2,10.25,22.95,45.21,24.71,2014-11-03
Q2,Shari  Silva,South,Quad,0.0,2,27.0,34.0,68.0,14.0,2014-04-11
Q2,Eddie  Green,East,Aspen,0.02,4,12.0,21.0,82.74,34.74,2013-05-02
Q3,Ellen  Weaver,South,Bellen,0.01,3,11.37,22.95,68.16,34.05,2014-08-30
Q4,Colleen  Warren,West,Carlota,0.03,1,10.25,22.95,22.38,12.13,2013-12-11
Q4,Max  Rodgers,West,Sunset,0.0,2,13.5,23.5,47.0,20.0,2013-11-11
Q4,Tracy  Reed,MidWest,Sunset,0.01,3,13.5,23.5,69.8,29.3,2013-12-04
Q2,Colleen  Warren,West,Carlota,0.01,1,10.25,22.95,22.72,12.47,2013-03-23
Q4,Cindy  Becker,South,Majectic Beaut,0.0,1,13.0,30.0,30.0,17.0,2014-12-08
Q4,Elvira  Bowman,MidWest,Quad,0.01,4,27.0,34.0,134.64,26.64,2013-11-03
Q4,Sonya  Mullins,East,Bellen,0.0,1,11.37,22.95,22.95,11.58,2013-11-13
Q4,Robert  Munoz,MidWest,Bellen,0.03,2,11.37,22.95,44.75,22.01,2013-11-27
Q3,Patty  Thompson,West,Sunbell,0.02,2,12.42,25.0,49.0,24.16,2014-07-08
Q4,Shari  Silva,South,Quad,0.03,1,27.0,34.0,32.98,5.98,2013-11-20
Q2,Austin  Reynolds,East,Sunbell,0.0,3,12.42,25.0,75.0,37.74,2013-05-11
Q4,Shari  Silva,South,Quad,0.0,2,27.0,34.0,68.0,14.0,2013-11-15
Q4,Ernest  Davis,West,Sunbell,0.0,3,12.42,25.0,75.0,37.74,2013-12-07
Q4,Elbert  Klein,South,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2014-11-17
Q4,Cecilia  Manning,South,Quad,0.0,1,27.0,34.0,34.0,7.0,2014-12-11
Q4,Shari  Silva,South,Sunshine,0.02,1,10.24,19.95,19.65,9.41,2014-11-18
Q4,Cecilia  Manning,South,Sunshine,0.0,2,10.24,19.95,39.9,19.42,2014-11-09
Q4,Andrew  Meyer,West,Sunset,0.02,2,13.5,23.5,46.06,19.06,2013-11-20
Q4,Allan  Ramos,MidWest,Sunshine,0.0,4,10.24,19.95,79.8,38.84,2013-11-05
Q4,Sylvester  Morales,West,Quad,0.02,3,27.0,34.0,99.96,18.96,2014-10-30
Q1,Salvador  Bass,West,Doublers,0.0,3,64.32,79.95,239.85,46.89,2014-02-12
Q4,Dan  Peterson,MidWest,Aspen,0.0,3,12.0,21.0,63.0,27.0,2014-10-06
Q4,Dan  Peterson,MidWest,Quad,0.02,1,27.0,34.0,33.49,6.49,2014-11-15
Q4,Max  Rodgers,West,Crested Beaut,0.02,1,16.0,25.0,24.5,8.5,2013-12-14
Q3,Cecilia  Manning,South,Quad,0.0,3,27.0,34.0,102.0,21.0,2013-09-14
Q4,Joey  Wong,West,Aspen,0.0,3,12.0,21.0,63.0,27.0,2013-12-12
Q4,Blake  Bridges,South,Quad,0.02,2,27.0,34.0,66.98,12.98,2013-09-27
Q4,Nellie  Joseph,East,Carlota,0.02,1,10.25,22.95,22.61,12.36,2013-12-01
Q4,Willie  Vega,MidWest,Majectic Beaut,0.01,3,13.0,30.0,89.1,50.1,2014-11-09
Q2,Tiffany  May,West,Quad,0.0,3,27.0,34.0,102.0,21.0,2013-05-05
Q4,Marion  Glover,East,Bellen,0.02,3,11.37,22.95,67.82,33.71,2013-11-02
Q1,Della  Jensen,East,Sunbell,0.01,3,12.42,25.0,74.25,36.99,2014-02-20
Q3,Dan  Peterson,MidWest,Bellen,0.0,2,11.37,22.95,45.9,23.16,2013-06-30
Q2,Don  Gonzales,South,FlatTop,0.0,4,17.2,27.5,110.0,41.2,2013-06-09
Q4,Woodrow  Colon,South,V-Rang,0.02,2,10.23,19.0,37.43,16.97,2014-12-10
Q4,Eddie  Green,East,Quad,0.03,3,27.0,34.0,98.94,17.94,2013-11-20
Q4,Guillermo  Potter,MidWest,Bellen,0.0,2,11.37,22.95,45.9,23.16,2014-12-10
Q1,Paulette  Spencer,South,FlatTop,0.01,1,17.2,27.5,27.23,10.03,2014-02-06
Q4,Ellen  Weaver,South,Crested Beaut,0.0,4,16.0,25.0,100.0,36.0,2013-11-22
Q2,Edwin  Malone,East,V-Rang,0.0,2,10.23,19.0,38.0,17.54,2013-05-20
Q4,Andrew  Meyer,West,Quad,0.0,2,27.0,34.0,68.0,14.0,2014-11-22
Q4,Lee  Mack,MidWest,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2014-10-22
Q4,Felicia  Jennings,West,FlatTop,0.03,1,17.2,27.5,26.68,9.48,2013-10-21
Q1,Cindy  Becker,South,Sunbell,0.02,3,12.42,25.0,73.88,36.62,2014-03-14
Q4,Della  Jensen,East,Sunbell,0.02,3,12.42,25.0,73.88,36.62,2014-10-20
Q4,Arturo  Francis,East,Crested Beaut,0.01,2,16.0,25.0,49.5,17.5,2014-11-30
Q4,Blake  Bridges,South,Carlota,0.02,2,10.25,22.95,44.98,24.48,2013-11-19
Q4,Edwin  Malone,East,Aspen,0.02,3,12.0,21.0,61.74,25.74,2013-10-22
Q4,Drew  Rogers,MidWest,V-Rang,0.01,2,10.23,19.0,37.62,17.16,2014-12-08
Q4,Salvador  Bass,West,Majectic Beaut,0.03,2,13.0,30.0,58.5,32.5,2014-10-23
Q1,Della  Jensen,East,Bellen,0.03,4,11.37,22.95,89.05,43.57,2014-02-28
Q4,Isabel  Cross,East,FlatTop,0.02,3,17.2,27.5,81.26,29.66,2013-11-23
Q1,Mable  Lindsey,West,Doublers,0.03,2,64.32,79.95,155.9,27.26,2014-02-05
Q1,Lee  Mack,MidWest,Sunshine,0.03,2,10.24,19.95,38.9,18.42,2014-01-19
Q4,Kyle  Carr,MidWest,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2013-11-02
Q1,Jaime  Pearson,MidWest,Bellen,0.03,2,11.37,22.95,44.52,21.78,2013-01-05
Q4,Elaine  Ellis,South,V-Rang,0.0,2,10.23,19.0,38.0,17.54,2013-11-20
Q4,Drew  Rogers,MidWest,Sunset,0.0,3,13.5,23.5,70.5,30.0,2014-11-19
Q4,Bernadette  Page,MidWest,Sunbell,0.0,4,12.42,25.0,100.0,50.32,2013-11-29
Q4,Della  Jensen,East,Sunset,0.02,1,13.5,23.5,23.03,9.53,2014-11-20
Q4,Ruben  Nunez,West,Sunbell,0.03,3,12.42,25.0,73.13,35.87,2013-10-17
Q4,Isabel  Cross,East,Sunbell,0.0,1,12.42,25.0,25.0,12.58,2013-12-12
Q1,Shari  Silva,South,Aspen,0.03,3,12.0,21.0,61.11,25.11,2013-01-02
Q4,Cecilia  Manning,South,Sunbell,0.0,4,12.42,25.0,100.0,50.32,2013-11-19
Q1,Peter  Hodges,MidWest,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2014-03-08
Q1,Trevor  Jones,West,Quad,0.02,1,27.0,34.0,33.32,6.32,2013-01-23
Q4,Max  Rodgers,West,Bellen,0.0,1,11.37,22.95,22.95,11.58,2014-11-30
Q4,Cindy  Becker,South,Majectic Beaut,0.02,2,13.0,30.0,58.8,32.8,2014-11-20
Q2,Lorraine  Gibson,East,Crested Beaut,0.0,3,16.0,25.0,75.0,27.0,2014-06-09
Q1,Cassandra  Franklin,MidWest,Quad,0.03,1,27.0,34.0,32.98,5.98,2014-02-17
Q4,Rachel  Gomez,MidWest,Crested Beaut,0.02,2,16.0,25.0,49.25,17.25,2014-11-22
Q4,Lynette  Brewer,MidWest,FlatTop,0.0,3,17.2,27.5,82.5,30.9,2013-11-30
Q4,Sandra  Floyd,MidWest,V-Rang,0.02,3,10.23,19.0,55.86,25.17,2014-12-05
Q4,Robert  Munoz,MidWest,Crested Beaut,0.03,2,16.0,25.0,48.5,16.5,2013-12-11
Q4,Don  Gonzales,South,Quad,0.02,4,27.0,34.0,133.96,25.96,2014-10-28
Q4,Cassandra  Franklin,MidWest,Carlota,0.03,2,10.25,22.95,44.75,24.25,2013-10-29
Q4,Shari  Silva,South,Bellen,0.03,2,11.37,22.95,44.75,22.01,2014-11-26
Q1,Cassandra  Franklin,MidWest,FlatTop,0.02,1,17.2,27.5,27.09,9.89,2014-03-06
Q4,Paulette  Spencer,South,Sunshine,0.0,2,10.24,19.95,39.9,19.42,2014-11-22
Q3,Patty  Thompson,West,Bellen,0.03,2,11.37,22.95,44.75,22.01,2013-07-06
Q2,Don  Gonzales,South,Bellen,0.0,2,11.37,22.95,45.9,23.16,2013-04-20
Q3,Max  Rodgers,West,Bellen,0.0,3,11.37,22.95,68.85,34.74,2013-07-24
Q4,Jenny  Garcia,MidWest,FlatTop,0.03,3,17.2,27.5,80.03,28.43,2013-11-22
Q4,Trevor  Jones,West,Carlota,0.0,2,10.25,22.95,45.9,25.4,2014-10-17
Q4,Andrew  Meyer,West,V-Rang,0.0,2,10.23,19.0,38.0,17.54,2013-11-16
Q2,Billie  Chandler,MidWest,Sunshine,0.02,1,10.24,19.95,19.55,9.31,2014-04-23
Q4,Iris  Underwood,West,Quad,0.0,3,27.0,34.0,102.0,21.0,2013-11-26
Q4,Della  Jensen,East,Aspen,0.03,2,12.0,21.0,40.95,16.95,2013-12-05
Q4,Shari  Silva,South,Sunshine,0.03,1,10.24,19.95,19.45,9.21,2014-10-21
Q3,Robert  Munoz,MidWest,Doublers,0.01,1,64.32,79.95,79.15,14.83,2013-09-07
Q1,Brooke  Horton,MidWest,Sunbell,0.0,1,12.42,25.0,25.0,12.58,2013-02-08
Q4,Sandra  Floyd,MidWest,Quad,0.0,1,27.0,34.0,34.0,7.0,2014-11-28
Q2,Eddie  Green,East,Sunbell,0.03,2,12.42,25.0,48.5,23.66,2013-04-10
Q1,Isabel  Cross,East,Sunbell,0.0,4,12.42,25.0,100.0,50.32,2013-02-25
Q4,Lynette  Brewer,MidWest,Carlota,0.0,1,10.25,22.95,22.95,12.7,2013-10-23
Q4,Drew  Rogers,MidWest,Carlota,0.01,2,10.25,22.95,45.44,24.94,2013-10-19
Q4,Jaime  Pearson,MidWest,Quad,0.0,1,27.0,34.0,34.0,7.0,2013-11-09
Q1,Cecilia  Manning,South,Quad,0.03,2,27.0,34.0,65.96,11.96,2012-12-17
Q1,Austin  Reynolds,East,Majectic Beaut,0.0,1,13.0,30.0,30.0,17.0,2014-01-19
Q4,Rachel  Gomez,MidWest,Bellen,0.0,2,11.37,22.95,45.9,23.16,2013-10-26
Q4,Della  Jensen,East,Quad,0.03,2,27.0,34.0,66.3,12.3,2014-12-13
Q4,Isabel  Cross,East,Carlota,0.03,2,10.25,22.95,44.75,24.25,2013-12-12
Q4,Donna  Reid,West,Sunshine,0.02,2,10.24,19.95,39.1,18.62,2013-11-01
Q4,Ellen  Weaver,South,Carlota,0.0,2,10.25,22.95,45.9,25.4,2014-11-10
Q4,Rachel  Gomez,MidWest,Carlota,0.0,1,10.25,22.95,22.95,12.7,2014-10-19
Q4,Andrew  Meyer,West,Sunset,0.03,1,13.5,23.5,22.91,9.41,2014-11-19
Q4,Robert  Munoz,MidWest,Bellen,0.0,4,11.37,22.95,91.8,46.32,2013-11-12
Q4,Bethany  Pena,MidWest,Majectic Beaut,0.02,3,13.0,30.0,88.2,49.2,2013-10-23
Q4,Lee  Mack,MidWest,Bellen,0.02,3,11.37,22.95,67.82,33.71,2014-11-23
Q4,Herman  Williams,East,Bellen,0.01,2,11.37,22.95,45.44,22.7,2013-12-13
Q4,Cassandra  Franklin,MidWest,Quad,0.0,1,27.0,34.0,34.0,7.0,2013-11-25
Q4,Cassandra  Franklin,MidWest,Sunbell,0.0,3,12.42,25.0,75.0,37.74,2013-10-21
Q4,Della  Jensen,East,FlatTop,0.0,1,17.2,27.5,27.5,10.3,2014-11-21
Q1,Ivan  Adkins,West,Sunshine,0.01,1,10.24,19.95,19.75,9.51,2013-01-04
Q4,Robert  Munoz,MidWest,Majectic Beaut,0.02,2,13.0,30.0,59.1,33.1,2013-12-13
Q4,Marion  Glover,East,Carlota,0.02,3,10.25,22.95,67.47,36.72,2014-11-04
Q4,Della  Jensen,East,Bellen,0.03,1,11.37,22.95,22.26,10.89,2013-12-07
Q4,Christina  Fuller,West,Quad,0.02,2,27.0,34.0,66.64,12.64,2013-11-09
Q2,Della  Jensen,East,Bellen,0.0,3,11.37,22.95,68.85,34.74,2014-04-30
Q4,Mable  Lindsey,West,Crested Beaut,0.02,2,16.0,25.0,49.25,17.25,2013-11-11
Q3,Drew  Rogers,MidWest,Doublers,0.0,3,64.32,79.95,239.85,46.89,2014-09-06
Q4,Salvador  Bass,West,Quad,0.0,2,27.0,34.0,68.0,14.0,2013-10-25
Q2,Elvira  Bowman,MidWest,Doublers,0.01,1,64.32,79.95,79.15,14.83,2013-05-04
Q4,Lula  Daniels,MidWest,Sunset,0.0,2,13.5,23.5,47.0,20.0,2013-11-26
Q2,Andrew  Meyer,West,Aspen,0.03,2,12.0,21.0,40.95,16.95,2014-04-10
Q4,Donna  Reid,West,Aspen,0.0,3,12.0,21.0,63.0,27.0,2013-11-22
Q4,Patty  Thompson,West,Crested Beaut,0.0,2,16.0,25.0,50.0,18.0,2013-11-21
Q4,Elaine  Ellis,South,Bellen,0.0,1,11.37,22.95,22.95,11.58,2013-10-27
Q4,Cindy  Becker,South,Carlota,0.0,3,10.25,22.95,68.85,38.1,2013-12-03
Q4,Peter  Hodges,MidWest,Sunset,0.03,3,13.5,23.5,68.39,27.89,2014-10-23
Q4,Rachel  Gomez,MidWest,Majectic Beaut,0.0,1,13.0,30.0,30.0,17.0,2014-11-30
Q4,Isabel  Cross,East,Majectic Beaut,0.02,1,13.0,30.0,29.55,16.55,2014-10-25
Q4,Tiffany  May,West,Crested Beaut,0.0,1,16.0,25.0,25.0,9.0,2013-11-08
Q4,Jenny  Garcia,MidWest,Bellen,0.0,2,11.37,22.95,45.9,23.16,2013-12-14
Q4,Edwin  Malone,East,Carlota,0.02,1,10.25,22.95,22.49,12.24,2013-12-14
Q1,Sandra  Floyd,MidWest,Sunset,0.01,2,13.5,23.5,46.53,19.53,2014-02-25
Q2,Billie  Chandler,MidWest,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2013-04-20
Q3,Della  Jensen,East,Doublers,0.02,2,64.32,79.95,157.5,28.86,2014-08-01
Q4,Sylvester  Morales,West,FlatTop,0.0,3,17.2,27.5,82.5,30.9,2014-12-12
Q3,Robert  Munoz,MidWest,Bellen,0.01,3,11.37,22.95,68.16,34.05,2014-06-29
Q2,Don  Gonzales,South,Majectic Beaut,0.02,2,13.0,30.0,59.1,33.1,2013-04-17
Q4,Shari  Silva,South,V-Rang,0.01,3,10.23,19.0,56.43,25.74,2014-11-16
Q4,Christy  Olson,West,Sunbell,0.01,2,12.42,25.0,49.5,24.66,2013-12-13
Q4,Mable  Lindsey,West,Sunshine,0.02,3,10.24,19.95,58.95,28.23,2013-10-21
Q4,Cecilia  Manning,South,Bellen,0.02,2,11.37,22.95,44.98,22.24,2014-11-07
Q4,Rachel  Gomez,MidWest,Quad,0.02,2,27.0,34.0,66.98,12.98,2014-11-21
Q4,Cassandra  Franklin,MidWest,Crested Beaut,0.01,2,16.0,25.0,49.5,17.5,2014-11-30
Q4,Shari  Silva,South,Crested Beaut,0.02,2,16.0,25.0,49.0,17.0,2013-12-11
Q4,Patty  Thompson,West,Carlota,0.03,2,10.25,22.95,44.75,24.25,2014-11-16
Q4,Rachel  Gomez,MidWest,Bellen,0.03,2,11.37,22.95,44.75,22.01,2014-10-30
Q4,Elvira  Bowman,MidWest,V-Rang,0.02,1,10.23,19.0,18.62,8.39,2013-11-28
