Quarter,SalesRep,Region,Product,Discount,Units,Cost,Price,Order Sales,Profit
Q2 41412,Isabel  Cross,East,Carlota,0.02,2,10.25,22.95,45.21,24.71
Q1 41668,Dan  Peterson,MidWest,V-Rang,0.03,2,10.23,19.00,37.05,16.59
Q4 41981,Isabel  Cross,East,Quad,0.02,1,27.00,34.00,33.32,6.32
Q4 42002,Christina  Fuller,West,Sunshine,0,3,10.24,19.95,59.85,29.13
Q2 41737,Eric  Rose,West,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41979,Isabel  Cross,East,FlatTop,0.03,2,17.20,27.50,53.63,19.23
Q2 41806,Carla  Mccormick,MidWest,Majectic Beaut,0.02,2,13.00,30.00,59.10,33.10
Q3 41481,Isabel  Cross,East,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41949,Joey  Wong,West,Bellen,0.03,1,11.37,22.95,22.26,10.89
Q4 41951,Arturo  Francis,East,Bellen,0.02,2,11.37,22.95,44.98,22.24
Q4 41602,Joey  Wong,West,Aspen,0,2,12.00,21.00,42.00,18.00
Q4 41952,Christy  Olson,West,Crested Beaut,0,3,16.00,25.00,75.00,27.00
Q4 41611,Marion  Glover,East,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41947,Cecilia  Manning,South,Quad,0.02,2,27.00,34.00,66.64,12.64
Q4 41637,Trevor  Jones,West,Crested Beaut,0,4,16.00,25.00,100.00,36.00
Q4 41998,Johanna  Boone,South,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41580,Isabel  Cross,East,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41624,Carla  Mccormick,MidWest,Bellen,0.01,2,11.37,22.95,45.44,22.70
Q4 41593,Trevor  Jones,West,Carlota,0.02,2,10.25,22.95,45.21,24.71
Q1 41700,Robert  Munoz,MidWest,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41600,Blake  Bridges,South,Carlota,0.03,1,10.25,22.95,22.38,12.13
Q4 41973,Brooke  Horton,MidWest,Sunshine,0.03,2,10.24,19.95,38.90,18.42
Q4 41586,Blake  Bridges,South,Crested Beaut,0,3,16.00,25.00,75.00,27.00
Q4 41957,Jenny  Garcia,MidWest,Majectic Beaut,0.02,3,13.00,30.00,88.65,49.65
Q4 41621,Elvira  Bowman,MidWest,Sunshine,0,1,10.24,19.95,19.95,9.71
Q4 41954,Shari  Silva,South,Sunbell,0,1,12.42,25.00,25.00,12.58
Q4 41603,Cindy  Becker,South,Doublers,0,1,64.32,79.95,79.95,15.63
Q4 41965,Cindy  Becker,South,Aspen,0,3,12.00,21.00,63.00,27.00
Q4 41597,Shari  Silva,South,Bellen,0.02,3,11.37,22.95,67.82,33.71
Q2 41423,Della  Jensen,East,Crested Beaut,0.03,2,16.00,25.00,48.75,16.75
Q4 41589,Ernest  Davis,West,Bellen,0,1,11.37,22.95,22.95,11.58
Q1 41332,Willie  Vega,MidWest,Carlota,0.03,1,10.25,22.95,22.26,12.01
Q2 41420,Marian  Hill,South,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41602,Eddie  Green,East,FlatTop,0,2,17.20,27.50,55.00,20.60
Q4 41555,Rachel  Gomez,MidWest,Bellen,0.02,1,11.37,22.95,22.61,11.24
Q2 41438,Eddie  Green,East,Bellen,0.03,2,11.37,22.95,44.75,22.01
Q4 41634,Felicia  Jennings,West,Aspen,0.03,1,12.00,21.00,20.48,8.48
Q4 41634,Paulette  Spencer,South,Quad,0.02,1,27.00,34.00,33.49,6.49
Q4 41614,Rachel  Gomez,MidWest,Bellen,0.02,1,11.37,22.95,22.61,11.24
Q4 41637,Lynette  Brewer,MidWest,Carlota,0.03,2,10.25,22.95,44.52,24.02
Q4 41956,Ben  Perez,West,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41982,Edwin  Malone,East,Aspen,0,4,12.00,21.00,84.00,36.00
Q4 41622,Paulette  Spencer,South,Quad,0,3,27.00,34.00,102.00,21.00
Q1 41646,Nellie  Joseph,East,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41605,Cecilia  Manning,South,Sunshine,0,3,10.24,19.95,59.85,29.13
Q3 41537,Arturo  Francis,East,Crested Beaut,0.03,1,16.00,25.00,24.38,8.38
Q4 41585,Brooke  Horton,MidWest,Doublers,0.02,1,64.32,79.95,78.75,14.43
Q4 41998,Sonya  Mullins,East,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41588,Elaine  Ellis,South,Doublers,0.03,3,64.32,79.95,232.65,39.69
Q4 41984,Max  Rodgers,West,Crested Beaut,0.01,1,16.00,25.00,24.75,8.75
Q1 41700,Cecilia  Manning,South,Sunshine,0.03,1,10.24,19.95,19.35,9.11
Q4 41952,Woodrow  Colon,South,Crested Beaut,0,2,16.00,25.00,50.00,18.00
Q4 41587,Cassandra  Franklin,MidWest,Bellen,0.02,1,11.37,22.95,22.49,11.12
Q4 41584,Sonya  Mullins,East,Sunshine,0,3,10.24,19.95,59.85,29.13
Q3 41876,Kyle  Carr,MidWest,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41976,Eddie  Green,East,Doublers,0.03,3,64.32,79.95,233.85,40.89
Q2 41759,Ben  Perez,West,Majectic Beaut,0,3,13.00,30.00,90.00,51.00
Q2 41761,Donna  Reid,West,Bellen,0,1,11.37,22.95,22.95,11.58
Q4 41981,Isabel  Cross,East,Quad,0.03,2,27.00,34.00,66.30,12.30
Q4 41623,Isabel  Cross,East,Majectic Beaut,0,1,13.00,30.00,30.00,17.00
Q4 41604,Shari  Silva,South,Bellen,0,3,11.37,22.95,68.85,34.74
Q2 41424,Shari  Silva,South,V-Rang,0.03,2,10.23,19.00,37.05,16.59
Q4 41601,Cindy  Becker,South,Sunshine,0.02,1,10.24,19.95,19.65,9.41
Q4 42002,Cassandra  Franklin,MidWest,Majectic Beaut,0.03,2,13.00,30.00,58.50,32.50
Q4 41611,Pauline  Beck,West,Crested Beaut,0.02,1,16.00,25.00,24.63,8.63
Q4 41588,Jenny  Garcia,MidWest,Quad,0.02,3,27.00,34.00,99.96,18.96
Q4 42000,Max  Rodgers,West,Bellen,0.02,2,11.37,22.95,45.21,22.47
Q4 41999,Nellie  Joseph,East,Majectic Beaut,0,3,13.00,30.00,90.00,51.00
Q3 41493,Allan  Ramos,MidWest,Aspen,0.02,2,12.00,21.00,41.16,17.16
Q4 41978,Don  Gonzales,South,Sunbell,0,3,12.42,25.00,75.00,37.74
Q1 41300,Shari  Silva,South,Sunbell,0.02,2,12.42,25.00,49.25,24.41
Q4 41585,Jaime  Pearson,MidWest,Sunshine,0,1,10.24,19.95,19.95,9.71
Q4 41605,Eric  Rose,West,Doublers,0.03,3,64.32,79.95,232.65,39.69
Q2 41386,Andrew  Meyer,West,V-Rang,0.03,2,10.23,19.00,36.86,16.40
Q4 41967,Paulette  Spencer,South,Majectic Beaut,0,3,13.00,30.00,90.00,51.00
Q4 41988,Rachel  Gomez,MidWest,Sunshine,0.03,2,10.24,19.95,38.90,18.42
Q4 41621,Pauline  Beck,West,Sunshine,0.02,3,10.24,19.95,58.65,27.93
Q4 41973,Ellen  Weaver,South,Aspen,0.02,2,12.00,21.00,41.16,17.16
Q4 41609,Trevor  Jones,West,Sunshine,0.02,1,10.24,19.95,19.65,9.41
Q1 41311,Elvira  Bowman,MidWest,Quad,0.01,3,27.00,34.00,100.98,19.98
Q4 41589,Salvador  Bass,West,Quad,0.02,1,27.00,34.00,33.32,6.32
Q4 41623,Tracy  Reed,MidWest,Bellen,0.02,3,11.37,22.95,67.47,33.36
Q4 41990,Peter  Hodges,MidWest,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41599,Drew  Rogers,MidWest,Carlota,0,1,10.25,22.95,22.95,12.70
Q4 41593,Patty  Thompson,West,Sunset,0.03,2,13.50,23.50,45.59,18.59
Q4 41613,Patty  Thompson,West,Aspen,0,2,12.00,21.00,42.00,18.00
Q3 41867,Brooke  Horton,MidWest,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41633,Max  Rodgers,West,Crested Beaut,0,2,16.00,25.00,50.00,18.00
Q1 41353,Donna  Reid,West,Quad,0.02,1,27.00,34.00,33.49,6.49
Q4 41962,Kyle  Carr,MidWest,Carlota,0.02,2,10.25,22.95,45.21,24.71
Q2 41756,Shari  Silva,South,Quad,0,2,27.00,34.00,68.00,14.00
Q2 41412,Eddie  Green,East,Aspen,0.02,4,12.00,21.00,82.74,34.74
Q3 41897,Ellen  Weaver,South,Bellen,0.01,3,11.37,22.95,68.16,34.05
Q4 41635,Colleen  Warren,West,Carlota,0.03,1,10.25,22.95,22.38,12.13
Q4 41605,Max  Rodgers,West,Sunset,0,2,13.50,23.50,47.00,20.00
Q4 41628,Tracy  Reed,MidWest,Sunset,0.01,3,13.50,23.50,69.80,29.30
Q2 41372,Colleen  Warren,West,Carlota,0.01,1,10.25,22.95,22.72,12.47
Q4 41997,Cindy  Becker,South,Majectic Beaut,0,1,13.00,30.00,30.00,17.00
Q4 41597,Elvira  Bowman,MidWest,Quad,0.01,4,27.00,34.00,134.64,26.64
Q4 41607,Sonya  Mullins,East,Bellen,0,1,11.37,22.95,22.95,11.58
Q4 41621,Robert  Munoz,MidWest,Bellen,0.03,2,11.37,22.95,44.75,22.01
Q3 41844,Patty  Thompson,West,Sunbell,0.02,2,12.42,25.00,49.00,24.16
Q4 41614,Shari  Silva,South,Quad,0.03,1,27.00,34.00,32.98,5.98
Q2 41421,Austin  Reynolds,East,Sunbell,0,3,12.42,25.00,75.00,37.74
Q4 41609,Shari  Silva,South,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41631,Ernest  Davis,West,Sunbell,0,3,12.42,25.00,75.00,37.74
Q4 41976,Elbert  Klein,South,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 42000,Cecilia  Manning,South,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41977,Shari  Silva,South,Sunshine,0.02,1,10.24,19.95,19.65,9.41
Q4 41968,Cecilia  Manning,South,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41614,Andrew  Meyer,West,Sunset,0.02,2,13.50,23.50,46.06,19.06
Q4 41599,Allan  Ramos,MidWest,Sunshine,0,4,10.24,19.95,79.80,38.84
Q4 41958,Sylvester  Morales,West,Quad,0.02,3,27.00,34.00,99.96,18.96
Q1 41698,Salvador  Bass,West,Doublers,0,3,64.32,79.95,239.85,46.89
Q4 41934,Dan  Peterson,MidWest,Aspen,0,3,12.00,21.00,63.00,27.00
Q4 41974,Dan  Peterson,MidWest,Quad,0.02,1,27.00,34.00,33.49,6.49
Q4 41638,Max  Rodgers,West,Crested Beaut,0.02,1,16.00,25.00,24.50,8.50
Q3 41547,Cecilia  Manning,South,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41636,Joey  Wong,West,Aspen,0,3,12.00,21.00,63.00,27.00
Q4 41560,Blake  Bridges,South,Quad,0.02,2,27.00,34.00,66.98,12.98
Q4 41625,Nellie  Joseph,East,Carlota,0.02,1,10.25,22.95,22.61,12.36
Q4 41968,Willie  Vega,MidWest,Majectic Beaut,0.01,3,13.00,30.00,89.10,50.10
Q2 41415,Tiffany  May,West,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41596,Marion  Glover,East,Bellen,0.02,3,11.37,22.95,67.82,33.71
Q1 41706,Della  Jensen,East,Sunbell,0.01,3,12.42,25.00,74.25,36.99
Q3 41471,Dan  Peterson,MidWest,Bellen,0,2,11.37,22.95,45.90,23.16
Q2 41450,Don  Gonzales,South,FlatTop,0,4,17.20,27.50,110.00,41.20
Q4 41999,Woodrow  Colon,South,V-Rang,0.02,2,10.23,19.00,37.43,16.97
Q4 41614,Eddie  Green,East,Quad,0.03,3,27.00,34.00,98.94,17.94
Q4 41999,Guillermo  Potter,MidWest,Bellen,0,2,11.37,22.95,45.90,23.16
Q1 41692,Paulette  Spencer,South,FlatTop,0.01,1,17.20,27.50,27.23,10.03
Q4 41616,Ellen  Weaver,South,Crested Beaut,0,4,16.00,25.00,100.00,36.00
Q2 41430,Edwin  Malone,East,V-Rang,0,2,10.23,19.00,38.00,17.54
Q4 41981,Andrew  Meyer,West,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41950,Lee  Mack,MidWest,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41584,Felicia  Jennings,West,FlatTop,0.03,1,17.20,27.50,26.68,9.48
Q1 41728,Cindy  Becker,South,Sunbell,0.02,3,12.42,25.00,73.88,36.62
Q4 41948,Della  Jensen,East,Sunbell,0.02,3,12.42,25.00,73.88,36.62
Q4 41989,Arturo  Francis,East,Crested Beaut,0.01,2,16.00,25.00,49.50,17.50
Q4 41613,Blake  Bridges,South,Carlota,0.02,2,10.25,22.95,44.98,24.48
Q4 41585,Edwin  Malone,East,Aspen,0.02,3,12.00,21.00,61.74,25.74
Q4 41997,Drew  Rogers,MidWest,V-Rang,0.01,2,10.23,19.00,37.62,17.16
Q4 41951,Salvador  Bass,West,Majectic Beaut,0.03,2,13.00,30.00,58.50,32.50
Q1 41714,Della  Jensen,East,Bellen,0.03,4,11.37,22.95,89.05,43.57
Q4 41617,Isabel  Cross,East,FlatTop,0.02,3,17.20,27.50,81.26,29.66
Q1 41691,Mable  Lindsey,West,Doublers,0.03,2,64.32,79.95,155.90,27.26
Q1 41674,Lee  Mack,MidWest,Sunshine,0.03,2,10.24,19.95,38.90,18.42
Q4 41596,Kyle  Carr,MidWest,Sunshine,0,1,10.24,19.95,19.95,9.71
Q1 41295,Jaime  Pearson,MidWest,Bellen,0.03,2,11.37,22.95,44.52,21.78
Q4 41614,Elaine  Ellis,South,V-Rang,0,2,10.23,19.00,38.00,17.54
Q4 41978,Drew  Rogers,MidWest,Sunset,0,3,13.50,23.50,70.50,30.00
Q4 41623,Bernadette  Page,MidWest,Sunbell,0,4,12.42,25.00,100.00,50.32
Q4 41979,Della  Jensen,East,Sunset,0.02,1,13.50,23.50,23.03,9.53
Q4 41580,Ruben  Nunez,West,Sunbell,0.03,3,12.42,25.00,73.13,35.87
Q4 41636,Isabel  Cross,East,Sunbell,0,1,12.42,25.00,25.00,12.58
Q1 41292,Shari  Silva,South,Aspen,0.03,3,12.00,21.00,61.11,25.11
Q4 41613,Cecilia  Manning,South,Sunbell,0,4,12.42,25.00,100.00,50.32
Q1 41722,Peter  Hodges,MidWest,Sunbell,0,2,12.42,25.00,50.00,25.16
Q1 41313,Trevor  Jones,West,Quad,0.02,1,27.00,34.00,33.32,6.32
Q4 41989,Max  Rodgers,West,Bellen,0,1,11.37,22.95,22.95,11.58
Q4 41979,Cindy  Becker,South,Majectic Beaut,0.02,2,13.00,30.00,58.80,32.80
Q2 41815,Lorraine  Gibson,East,Crested Beaut,0,3,16.00,25.00,75.00,27.00
Q1 41703,Cassandra  Franklin,MidWest,Quad,0.03,1,27.00,34.00,32.98,5.98
Q4 41981,Rachel  Gomez,MidWest,Crested Beaut,0.02,2,16.00,25.00,49.25,17.25
Q4 41624,Lynette  Brewer,MidWest,FlatTop,0,3,17.20,27.50,82.50,30.90
Q4 41994,Sandra  Floyd,MidWest,V-Rang,0.02,3,10.23,19.00,55.86,25.17
Q4 41635,Robert  Munoz,MidWest,Crested Beaut,0.03,2,16.00,25.00,48.50,16.50
Q4 41956,Don  Gonzales,South,Quad,0.02,4,27.00,34.00,133.96,25.96
Q4 41592,Cassandra  Franklin,MidWest,Carlota,0.03,2,10.25,22.95,44.75,24.25
Q4 41985,Shari  Silva,South,Bellen,0.03,2,11.37,22.95,44.75,22.01
Q1 41720,Cassandra  Franklin,MidWest,FlatTop,0.02,1,17.20,27.50,27.09,9.89
Q4 41981,Paulette  Spencer,South,Sunshine,0,2,10.24,19.95,39.90,19.42
Q3 41477,Patty  Thompson,West,Bellen,0.03,2,11.37,22.95,44.75,22.01
Q2 41400,Don  Gonzales,South,Bellen,0,2,11.37,22.95,45.90,23.16
Q3 41495,Max  Rodgers,West,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41616,Jenny  Garcia,MidWest,FlatTop,0.03,3,17.20,27.50,80.03,28.43
Q4 41945,Trevor  Jones,West,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41610,Andrew  Meyer,West,V-Rang,0,2,10.23,19.00,38.00,17.54
Q2 41768,Billie  Chandler,MidWest,Sunshine,0.02,1,10.24,19.95,19.55,9.31
Q4 41620,Iris  Underwood,West,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41629,Della  Jensen,East,Aspen,0.03,2,12.00,21.00,40.95,16.95
Q4 41949,Shari  Silva,South,Sunshine,0.03,1,10.24,19.95,19.45,9.21
Q3 41540,Robert  Munoz,MidWest,Doublers,0.01,1,64.32,79.95,79.15,14.83
Q1 41329,Brooke  Horton,MidWest,Sunbell,0,1,12.42,25.00,25.00,12.58
Q4 41987,Sandra  Floyd,MidWest,Quad,0,1,27.00,34.00,34.00,7.00
Q2 41390,Eddie  Green,East,Sunbell,0.03,2,12.42,25.00,48.50,23.66
Q1 41346,Isabel  Cross,East,Sunbell,0,4,12.42,25.00,100.00,50.32
Q4 41586,Lynette  Brewer,MidWest,Carlota,0,1,10.25,22.95,22.95,12.70
Q4 41582,Drew  Rogers,MidWest,Carlota,0.01,2,10.25,22.95,45.44,24.94
Q4 41603,Jaime  Pearson,MidWest,Quad,0,1,27.00,34.00,34.00,7.00
Q1 41276,Cecilia  Manning,South,Quad,0.03,2,27.00,34.00,65.96,11.96
Q1 41674,Austin  Reynolds,East,Majectic Beaut,0,1,13.00,30.00,30.00,17.00
Q4 41589,Rachel  Gomez,MidWest,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 42002,Della  Jensen,East,Quad,0.03,2,27.00,34.00,66.30,12.30
Q4 41636,Isabel  Cross,East,Carlota,0.03,2,10.25,22.95,44.75,24.25
Q4 41595,Donna  Reid,West,Sunshine,0.02,2,10.24,19.95,39.10,18.62
Q4 41969,Ellen  Weaver,South,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41947,Rachel  Gomez,MidWest,Carlota,0,1,10.25,22.95,22.95,12.70
Q4 41978,Andrew  Meyer,West,Sunset,0.03,1,13.50,23.50,22.91,9.41
Q4 41606,Robert  Munoz,MidWest,Bellen,0,4,11.37,22.95,91.80,46.32
Q4 41586,Bethany  Pena,MidWest,Majectic Beaut,0.02,3,13.00,30.00,88.20,49.20
Q4 41982,Lee  Mack,MidWest,Bellen,0.02,3,11.37,22.95,67.82,33.71
Q4 41637,Herman  Williams,East,Bellen,0.01,2,11.37,22.95,45.44,22.70
Q4 41619,Cassandra  Franklin,MidWest,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41584,Cassandra  Franklin,MidWest,Sunbell,0,3,12.42,25.00,75.00,37.74
Q4 41980,Della  Jensen,East,FlatTop,0,1,17.20,27.50,27.50,10.30
Q1 41294,Ivan  Adkins,West,Sunshine,0.01,1,10.24,19.95,19.75,9.51
Q4 41637,Robert  Munoz,MidWest,Majectic Beaut,0.02,2,13.00,30.00,59.10,33.10
Q4 41963,Marion  Glover,East,Carlota,0.02,3,10.25,22.95,67.47,36.72
Q4 41631,Della  Jensen,East,Bellen,0.03,1,11.37,22.95,22.26,10.89
Q4 41603,Christina  Fuller,West,Quad,0.02,2,27.00,34.00,66.64,12.64
Q2 41775,Della  Jensen,East,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41605,Mable  Lindsey,West,Crested Beaut,0.02,2,16.00,25.00,49.25,17.25
Q3 41904,Drew  Rogers,MidWest,Doublers,0,3,64.32,79.95,239.85,46.89
Q4 41588,Salvador  Bass,West,Quad,0,2,27.00,34.00,68.00,14.00
Q2 41414,Elvira  Bowman,MidWest,Doublers,0.01,1,64.32,79.95,79.15,14.83
Q4 41620,Lula  Daniels,MidWest,Sunset,0,2,13.50,23.50,47.00,20.00
Q2 41755,Andrew  Meyer,West,Aspen,0.03,2,12.00,21.00,40.95,16.95
Q4 41616,Donna  Reid,West,Aspen,0,3,12.00,21.00,63.00,27.00
Q4 41615,Patty  Thompson,West,Crested Beaut,0,2,16.00,25.00,50.00,18.00
Q4 41590,Elaine  Ellis,South,Bellen,0,1,11.37,22.95,22.95,11.58
Q4 41627,Cindy  Becker,South,Carlota,0,3,10.25,22.95,68.85,38.10
Q4 41951,Peter  Hodges,MidWest,Sunset,0.03,3,13.50,23.50,68.39,27.89
Q4 41989,Rachel  Gomez,MidWest,Majectic Beaut,0,1,13.00,30.00,30.00,17.00
Q4 41953,Isabel  Cross,East,Majectic Beaut,0.02,1,13.00,30.00,29.55,16.55
Q4 41602,Tiffany  May,West,Crested Beaut,0,1,16.00,25.00,25.00,9.00
Q4 41638,Jenny  Garcia,MidWest,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41638,Edwin  Malone,East,Carlota,0.02,1,10.25,22.95,22.49,12.24
Q1 41711,Sandra  Floyd,MidWest,Sunset,0.01,2,13.50,23.50,46.53,19.53
Q2 41400,Billie  Chandler,MidWest,Sunshine,0,3,10.24,19.95,59.85,29.13
Q3 41868,Della  Jensen,East,Doublers,0.02,2,64.32,79.95,157.50,28.86
Q4 42001,Sylvester  Morales,West,FlatTop,0,3,17.20,27.50,82.50,30.90
Q3 41835,Robert  Munoz,MidWest,Bellen,0.01,3,11.37,22.95,68.16,34.05
Q2 41397,Don  Gonzales,South,Majectic Beaut,0.02,2,13.00,30.00,59.10,33.10
Q4 41975,Shari  Silva,South,V-Rang,0.01,3,10.23,19.00,56.43,25.74
Q4 41637,Christy  Olson,West,Sunbell,0.01,2,12.42,25.00,49.50,24.66
Q4 41584,Mable  Lindsey,West,Sunshine,0.02,3,10.24,19.95,58.95,28.23
Q4 41966,Cecilia  Manning,South,Bellen,0.02,2,11.37,22.95,44.98,22.24
Q4 41980,Rachel  Gomez,MidWest,Quad,0.02,2,27.00,34.00,66.98,12.98
Q4 41989,Cassandra  Franklin,MidWest,Crested Beaut,0.01,2,16.00,25.00,49.50,17.50
Q4 41635,Shari  Silva,South,Crested Beaut,0.02,2,16.00,25.00,49.00,17.00
Q4 41975,Patty  Thompson,West,Carlota,0.03,2,10.25,22.95,44.75,24.25
Q4 41958,Rachel  Gomez,MidWest,Bellen,0.03,2,11.37,22.95,44.75,22.01
Q4 41622,Elvira  Bowman,MidWest,V-Rang,0.02,1,10.23,19.00,18.62,8.39
Q4 41620,Jenny  Garcia,MidWest,Sunshine,0,4,10.24,19.95,79.80,38.84
Q4 41999,Cecilia  Manning,South,Bellen,0.03,2,11.37,22.95,44.52,21.78
Q4 41618,Don  Gonzales,South,Quad,0,3,27.00,34.00,102.00,21.00
Q3 41478,Robert  Munoz,MidWest,Crested Beaut,0,3,16.00,25.00,75.00,27.00
Q4 41948,Jenny  Garcia,MidWest,Sunshine,0.03,2,10.24,19.95,38.90,18.42
Q1 41663,Dan  Peterson,MidWest,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41976,Pauline  Beck,West,Crested Beaut,0,1,16.00,25.00,25.00,9.00
Q4 41958,Max  Rodgers,West,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41985,Isabel  Cross,East,Aspen,0.02,2,12.00,21.00,41.16,17.16
Q4 41612,Della  Jensen,East,Aspen,0.03,2,12.00,21.00,40.95,16.95
Q4 42001,Rachel  Gomez,MidWest,Sunshine,0,3,10.24,19.95,59.85,29.13
Q3 41542,Lorraine  Gibson,East,Crested Beaut,0.02,3,16.00,25.00,73.88,25.88
Q4 41616,Rachel  Gomez,MidWest,Crested Beaut,0,2,16.00,25.00,50.00,18.00
Q4 41610,Isabel  Cross,East,Bellen,0,1,11.37,22.95,22.95,11.58
Q4 41593,Ivan  Adkins,West,Sunshine,0.02,2,10.24,19.95,39.30,18.82
Q4 42003,Pauline  Beck,West,Sunset,0,2,13.50,23.50,47.00,20.00
Q2 41434,Isabel  Cross,East,Doublers,0.03,3,64.32,79.95,233.85,40.89
Q4 41627,Bethany  Pena,MidWest,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41977,Christina  Fuller,West,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 42000,Trevor  Jones,West,Majectic Beaut,0.03,4,13.00,30.00,116.40,64.40
Q1 41666,Cindy  Becker,South,Crested Beaut,0.01,2,16.00,25.00,49.50,17.50
Q3 41516,Nellie  Joseph,East,Bellen,0,4,11.37,22.95,91.80,46.32
Q3 41501,Salvador  Bass,West,Majectic Beaut,0.01,2,13.00,30.00,59.40,33.40
Q4 41584,Eric  Rose,West,FlatTop,0.03,3,17.20,27.50,80.44,28.84
Q4 41968,Shari  Silva,South,Carlota,0.02,2,10.25,22.95,44.98,24.48
Q1 41329,Salvador  Bass,West,Sunbell,0,1,12.42,25.00,25.00,12.58
Q4 41957,Sylvester  Morales,West,Crested Beaut,0,2,16.00,25.00,50.00,18.00
Q4 41633,Arturo  Francis,East,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41980,Eric  Rose,West,V-Rang,0.03,4,10.23,19.00,74.10,33.18
Q1 41279,Lance  Yates,MidWest,Carlota,0.02,3,10.25,22.95,67.82,37.07
Q4 41990,Sandra  Floyd,MidWest,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41586,Cindy  Becker,South,Quad,0.02,1,27.00,34.00,33.32,6.32
Q4 41954,Ernest  Davis,West,Crested Beaut,0,1,16.00,25.00,25.00,9.00
Q4 41918,Iris  Underwood,West,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41617,Paulette  Spencer,South,Carlota,0.03,3,10.25,22.95,66.78,36.03
Q4 41612,Robert  Munoz,MidWest,Sunset,0,3,13.50,23.50,70.50,30.00
Q2 41395,Della  Jensen,East,Quad,0.01,2,27.00,34.00,67.32,13.32
Q3 41471,Don  Gonzales,South,Aspen,0,2,12.00,21.00,42.00,18.00
Q4 41967,Robert  Munoz,MidWest,Majectic Beaut,0.02,3,13.00,30.00,88.20,49.20
Q4 41606,Sonya  Mullins,East,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 42003,Bernadette  Page,MidWest,Sunbell,0,3,12.42,25.00,75.00,37.74
Q4 42002,Felicia  Jennings,West,Carlota,0,4,10.25,22.95,91.80,50.80
Q4 41967,Max  Rodgers,West,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41965,Felicia  Jennings,West,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41993,Elvira  Bowman,MidWest,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41597,Cecilia  Manning,South,Sunshine,0,3,10.24,19.95,59.85,29.13
Q2 41430,Christina  Fuller,West,V-Rang,0.03,2,10.23,19.00,36.86,16.40
Q4 41958,Eddie  Green,East,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41617,Drew  Rogers,MidWest,Sunset,0.03,1,13.50,23.50,22.91,9.41
Q4 41603,Bethany  Pena,MidWest,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41627,Sonya  Mullins,East,Sunbell,0.01,2,12.42,25.00,49.50,24.66
Q1 41649,Cecilia  Manning,South,Sunshine,0,1,10.24,19.95,19.95,9.71
Q4 41965,Blake  Bridges,South,Carlota,0.01,2,10.25,22.95,45.44,24.94
Q1 41307,Colleen  Warren,West,Quad,0,1,27.00,34.00,34.00,7.00
Q4 42004,Herman  Williams,East,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41970,Trevor  Jones,West,Doublers,0,3,64.32,79.95,239.85,46.89
Q4 41957,Andrew  Meyer,West,Carlota,0,3,10.25,22.95,68.85,38.10
Q4 41633,Carla  Mccormick,MidWest,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41582,Cecilia  Manning,South,Sunbell,0.01,2,12.42,25.00,49.50,24.66
Q1 41725,Shari  Silva,South,Bellen,0.03,2,11.37,22.95,44.52,21.78
